app_id,bottom_year,top_year,vehicles_id
11491106,2003,2009,419
11491106,2003,2010,965
11491115,2010,2016,980
11491206,2007,2016,237
11491207,2008,2016,237
11491208,2008,2016,237
11491210,2007,2016,237
11491224,2005,2009,403
11491224,2005,2009,335
11491233,2010,2017,735
11491233,2010,2017,828
11491253,2008,2017,237
11491302,2007,2011,687
11491302,2007,2011,852
11491311,2008,2015,976
11491323,1992,2015,735
11491323,1997,2015,463
11491323,2000,2015,179
11491323,2000,2015,467
11491323,2000,2015,335
11491327,2013,2017,689
11491334,2005,2012,46
11491334,2005,2012,44
11491350,2009,2015,410
11491350,2009,2015,214
11491418,2010,2019,49
11491439,2013,2018,689
11491439,2013,2017,981
11491653,2010,2019,834
11492042,2013,2018,362
11492045,2016,2019,391
11492058,2013,2015,62
11492065,2016,2018,362
11492067,2010,2018,534
11492067,2010,2018,175
11492075,2015,2018,391
11492076,2016,2018,51
11492081,2010,2018,175
11492084,2013,2018,284
11492085,2015,2018,51
11492087,2012,2016,223
11492257,2013,2017,687
11492257,2013,2017,852
11492283,2009,2012,58
11492283,2009,2012,59
11492341,2005,2018,186
11492345,2006,2018,186
11492350,2006,2018,186
11492498,2007,2018,362
11492499,2008,2019,362
11492501,2008,2019,362
11492503,2007,2018,51
11492504,2007,2018,51
11492674,2011,2016,224
11492843,2010,2011,351
11492856,2005,2009,222
11492859,2005,2007,222
11492883,2013,2020,350
11492884,2009,2012,350
11493121,2013,2017,571
11493330,2015,2019,411
11493330,2015,2019,40
11493343,2003,2010,778
11493343,2003,2010,419
11493361,2012,2017,42
11493421,2014,2019,689
11493720,2013,2018,571
11493724,2015,2019,517
11493729,2006,2018,72
11493735,2011,2016,517
11493737,2011,2016,517
11493740,2012,2018,21
11493745,2011,2014,166
11493745,2012,2015,834
11493752,1999,2004,47
11494776,2010,2019,615
11494789,2016,2018,62
11494922,2009,2016,278
11495263,1974,2014,982
11495263,1991,2010,983
11495263,1991,2010,984
11495263,1985,2017,985
11495263,1991,2010,986
11495304,2001,2010,568
11495304,2001,2010,206
11495490,2003,2013,210
11495799,1998,2007,576
11495800,1985,2003,150
11496072,2010,2020,815
11496093,2002,2010,319
11496101,2010,2020,813
11496371,2018,2020,62
11496508,2004,2009,278
11496586,2012,2022,50
11496599,2012,2022,50
11496710,2009,2012,483
11496714,2009,2012,483
11496997,2018,2019,367
11496997,2018,2019,370
11497043,2002,2017,308
11497044,2000,2016,10
11497045,1999,2010,191
11497047,2005,2017,223
11497217,2012,2017,50
11497357,2010,2020,21
11497368,2010,2020,517
11497370,2010,2020,21
11497381,2010,2020,719
11497383,2010,2020,719
11497559,2005,2013,376
11497750,2010,2020,179
11497865,2016,2018,62
11497866,2016,2018,62
11497868,2016,2018,62
11497923,2010,2020,72
11497938,2010,2020,72
11498126,2011,2019,208
11498250,2002,2007,606
11498251,2002,2007,606
11498251,2001,2007,361
11498251,2002,2007,364
11498251,2001,2007,608
11498254,2002,2007,606
11498254,2002,2007,607
11498254,2002,2007,364
11498354,2011,2019,50
11498509,2012,2018,54
11498512,2014,2017,58
11498517,2016,2018,369
11498522,2013,2018,57
11498526,2007,2010,150
11498530,2014,2018,357
11498535,2007,2012,653
11498540,2014,2018,970
11498549,2016,2018,885
11498551,2007,2011,87
11498691,2010,2020,268
11498691,2009,2016,144
11498691,2010,2016,194
11498691,2009,2016,638
11498691,2007,2016,637
11498691,2009,2016,350
11498691,2009,2016,130
11498691,2009,2017,523
11498691,2005,2021,321
11498691,2007,2022,749
11498691,2007,2021,492
11498691,2007,2015,853
11498691,2006,2015,987
11498691,2016,2021,988
11499170,2011,2023,28
11499170,2015,2023,28
11499180,2018,2023,740
11499180,2018,2023,118
11499180,2018,2023,45
11499180,2018,2023,46
11499180,2018,2023,741
11499180,2018,2023,742
11499180,2018,2023,41
11499180,2018,2023,42
11499180,2018,2023,43
11499180,2018,2023,44
11499180,2015,2023,418
11499180,2018,2023,743
11499180,2018,2023,584
11499331,2010,2013,54
11500052,2009,2015,166
11500521,2019,2020,62
11500602,2012,2017,418
11500607,2010,2018,697
11500613,2008,2013,60
11500616,2013,2018,60
11500616,2013,2018,61
11500628,1997,2004,825
11500687,2004,2014,517
11500691,2015,2020,517
11500695,1998,2012,21
11500697,2012,2020,989
11500699,2012,2020,989
11500785,2011,2020,7
11500816,2005,2015,391
11500850,2010,2018,73
11500863,2014,2019,73
11500869,2010,2018,73
11500873,2014,2019,73
11500876,2014,2019,73
11500896,2009,2017,143
11500920,2011,2020,112
11501189,2016,2018,391
11501189,2010,2017,51
11501189,2012,2018,278
11501189,2010,2018,175
11501189,2016,2018,369
11501201,2014,2017,50
11501287,2006,2020,172
11501304,2015,2020,29
11501305,2015,2020,30
11501308,2006,2013,545
11501313,2011,2020,734
11501313,2011,2020,583
11501316,2010,2015,394
11501365,2006,2020,157
11501372,2012,2020,392
11501372,2012,2020,393
11501379,2009,2020,535
11501434,2012,2018,87
11501436,2015,2020,890
11501896,2013,2019,350
11501952,2012,2016,7
11502055,2011,2016,526
11502099,2009,2019,260
11502099,2015,2019,69
11502099,2013,2017,571
11502231,2015,2020,208
11502288,2016,2019,221
11502393,2013,2018,42
11502396,2017,2019,350
11502399,2000,2010,550
11502542,1994,2000,304
11502550,1995,2005,238
11502556,2004,2004,536
11502559,2004,2004,536
11502844,2006,2011,290
11502844,2007,2011,44
11502844,2007,2011,214
11502916,2010,2016,155
11503104,2004,2020,238
11503107,2003,2018,230
11503109,2004,2020,231
11503114,1999,2015,564
11503114,2002,2015,80
11503119,2003,2017,205
11503184,1989,2020,196
11504019,2016,2018,885
11504021,1992,2015,219
11504174,2012,2024,87
11504218,2010,2018,49
11504220,2005,2016,412
11504490,2019,2020,62
11504533,2015,2019,517
11504548,2008,2019,719
11504561,2008,2019,719
11504773,2008,2011,206
11505383,2006,2012,350
11505848,2004,2020,214
11505848,2005,2020,10
11505848,2010,2022,526
11505848,2006,2020,50
11505848,2004,2020,95
11505848,2005,2020,785
11505926,2018,2023,50
11505928,2012,2017,50
11505953,2006,2012,350
11506004,2011,2016,410
11506008,2011,2016,410
11506667,2012,2018,367
11506690,2004,2015,278
11506693,2004,2015,278
11506701,1987,2007,73
11506701,1995,2005,265
11506919,2016,2019,144
11508478,2008,2020,719
11508496,2013,2018,260
11508531,2018,2020,50
11508533,2018,2020,50
11508536,2018,2020,50
11510434,2018,2020,50
11510436,2018,2020,50
11510440,2018,2020,50
11510447,2018,2020,50
11510472,2004,2007,357
11510472,2004,2009,278
11510472,2000,2005,990
11510554,2013,2018,62
11510887,2008,2020,719
11510894,2019,2020,518
11510942,1995,2019,576
11511620,2010,2020,889
11511704,1961,2020,96
11511713,1967,2020,526
11511717,1961,2020,81
11511725,1990,2020,162
11511733,1992,2018,238
11511733,1996,2020,76
11511733,1987,2020,239
11511733,1992,2019,957
11511733,1995,2019,84
11511740,1996,2021,445
11511740,1995,2020,208
11511740,1992,2018,224
11511747,1980,2020,54
11511747,1991,2018,62
11511751,1994,2019,57
11511751,1992,2019,453
11511751,1990,2019,50
11511751,1993,2019,566
11511751,1990,2019,361
11511756,1991,2019,688
11511764,1991,2020,10
11511764,1991,2020,34
11511764,1990,2019,29
11511764,1991,2018,90
11511862,2009,2011,533
11511862,2007,2012,360
11511862,2007,2012,361
11511862,2009,2012,364
11511862,2007,2012,608
11511873,1995,2002,318
11511873,1998,2003,1
11511873,1989,2001,603
11511873,1990,1999,32
11512092,2003,2008,538
11512098,2012,2018,14
11512098,2013,2018,497
11512103,2003,2008,538
11512106,1998,2004,444
11512109,2005,2013,271
11512109,2005,2011,946
11512109,2005,2013,272
11512109,2002,2007,354
11512109,2004,2009,273
11512111,1993,2004,500
11512114,2014,2019,83
11512114,2013,2019,208
11512126,1994,1998,66
11512126,1990,2004,150
11512135,2002,2010,536
11512135,2004,2012,238
11512135,2001,2007,446
11512135,2004,2009,550
11512135,2002,2008,84
11512413,2013,2020,335
11512865,2011,2017,383
11513081,2001,2005,651
11513081,2001,2005,173
11513081,2001,2005,81
11513081,1995,2003,142
11513081,1991,1997,443
11513081,1995,2011,338
11513081,1995,2003,991
11513081,1999,2005,652
11513081,1994,2005,91
11513081,1994,2000,992
11513081,1996,2006,82
11513081,1997,2003,657
11513081,1996,2020,189
11513081,1986,2022,669
11513081,1996,2000,148
11513081,1996,2002,993
11513081,1998,2022,994
11513081,1996,2002,92
11513081,2002,2008,203
11513081,1998,2005,150
11513081,1991,2002,659
11513081,1998,2004,269
11513081,1998,2003,995
11513081,1999,2001,576
11513081,2013,2022,912
11513240,1996,2003,396
11513240,1996,2003,474
11513240,1996,2003,129
11513240,1996,2003,410
11513240,1996,2003,147
11513241,2000,2006,60
11513243,2007,2020,60
11513252,2006,2020,62
11513254,2010,2020,383
11513257,1990,1996,695
11513257,1998,2006,996
11513257,1996,2000,997
11513257,1996,2001,246
11513268,2008,2020,260
11513302,2016,2020,90
11513306,2013,2020,188
11513306,2013,2020,582
11513306,2013,2020,804
11513311,2010,2020,998
11513311,2010,2020,420
11513311,2010,2020,684
11513333,2005,2014,190
11513333,2005,2014,232
11513333,2005,2014,335
11513333,2005,2014,376
11513333,2006,2014,397
11513342,2008,2017,260
11513351,2010,2015,34
11513365,2013,2015,63
11513367,2013,2018,6
11513368,2016,2018,73
11513487,2011,2016,834
11513634,2012,2022,50
11513774,2010,2019,860
11513790,1998,2010,96
11513801,2013,2015,598
11513804,2005,2018,90
11513823,2003,2010,534
11513828,2005,2016,545
11513921,2012,2017,50
11513928,2012,2022,50
11513929,2015,2022,517
11513931,2012,2022,50
11513933,2013,2015,518
11513936,2016,2018,518
11513958,2011,2017,834
11514219,2015,2019,182
11514219,2015,2019,409
11514219,2015,2019,183
11514219,2015,2019,184
11514370,1999,2005,891
11514380,1998,2005,358
11514574,2016,2018,277
11514576,2016,2018,277
11514808,2015,2020,411
11514808,2015,2020,400
11514808,2015,2020,40
11516109,2016,2019,73
11517484,2001,2004,9
11517588,2004,2008,450
11517602,2018,2018,63
11517608,2016,2019,73
11517615,2016,2019,73
11517619,2016,2019,73
11517624,2016,2019,73
11517681,2013,2015,351
11517685,2016,2019,73
11517686,2016,2019,73
11517689,2018,2019,63
11517720,1993,1997,143
11517894,2005,2017,376
11518101,2010,2019,14
11518119,2013,2018,351
11518172,2015,2019,812
11518233,2016,2018,90
11518645,1999,2013,51
11519327,1987,2020,747
11519340,2016,2021,369
11519417,2018,2019,63
11519764,2005,2012,376
11519764,2006,2013,376
11520815,2002,2007,48
11520825,2002,2012,48
11520849,2001,2008,352
11521415,2004,2011,194
11521420,2004,2011,194
11521724,2001,2016,264
11521746,2000,2015,196
11521749,2003,2016,300
11521763,2003,2015,222
11521763,2002,2012,264
11521769,2004,2013,196
11521844,2010,2019,834
11522307,2006,2012,228
11522316,2005,2012,228
11522319,2005,2012,228
11522665,2017,2022,999
11523200,2008,2020,719
11523281,2010,2019,49
11523281,2010,2019,391
11523281,2010,2018,175
11523281,2010,2019,535
11523282,2008,2019,51
11523286,2013,2019,62
11523290,2013,2018,62
11523300,2018,2019,50
11523302,2019,2020,54
11523312,2016,2018,278
11523314,2013,2018,583
11523315,2013,2018,583
11523318,2013,2018,583
11523323,2013,2018,583
11523372,2007,2012,144
11523378,2017,2020,357
11523480,1992,2021,34
11523480,1962,2021,90
11523480,2021,2021,526
11523731,2016,2019,373
11524245,2006,2012,452
11524245,2006,2012,271
11524245,2006,2012,272
11524647,2010,2014,383
11525378,2010,2015,30
11525378,2010,2015,514
11525871,2007,2012,228
11525873,2007,2012,222
11525905,2010,2019,834
11525908,2010,2015,834
11525910,2010,2019,834
11525912,1992,2012,399
11526476,2014,2020,357
11526487,2009,2015,299
11526966,2012,2017,370
11526973,2012,2018,370
11527264,2003,2008,538
11527264,2003,2009,300
11527268,2003,2008,538
11527268,2003,2009,300
11527279,1992,2000,66
11527279,1992,2000,26
11527290,1993,2004,500
11527296,2004,2007,205
11527299,2002,2008,534
11527299,1998,2007,51
11527299,2000,2004,202
11527301,2000,2014,538
11527301,2003,2014,588
11527302,1999,2005,274
11527302,1999,2005,452
11527302,2000,2005,187
11527302,1997,2005,897
11527302,1997,2005,1000
11527305,2003,2008,63
11527305,2007,2012,892
11527305,2007,2012,197
11527305,2004,2008,771
11527307,2006,2013,14
11527314,1999,2002,63
11527314,2000,2003,538
11527319,1996,2002,48
11527319,2000,2007,207
11527319,1999,2006,162
11527323,1997,2006,236
11527323,1997,2006,671
11527331,2000,2005,494
11527331,2002,2007,106
11527331,2000,2006,221
11527331,1999,2003,499
11527366,2002,2008,534
11527366,2002,2008,49
11527366,2002,2008,175
11527637,2012,2019,69
11527639,2013,2015,69
11527643,2013,2019,571
11527645,2013,2019,571
11527649,2013,2019,571
11527708,2002,2011,14
11527713,2002,2011,14
11527874,2010,2015,236
11527874,2012,2018,671
11527874,2014,2018,962
11527876,2010,2018,962
11527884,2014,2018,83
11527884,2013,2018,445
11527884,2013,2018,208
11527884,2014,2016,99
11527886,2009,2015,546
11527886,2007,2014,446
11527886,2004,2014,550
11527886,2009,2014,957
11527886,2004,2010,553
11527892,1997,2001,14
11527896,1997,2003,63
11527896,2000,2004,538
11527899,1996,2001,1001
11527899,1994,2004,150
11527899,2000,2006,150
11527910,2001,2005,73
11527910,2001,2007,35
11527910,2005,2009,528
11527910,2002,2006,841
11527910,2000,2006,529
11527993,1998,2006,279
11527993,1998,2006,494
11527993,1999,2006,106
11527993,1999,2011,1002
11527993,2000,2006,221
11528182,2008,2018,585
11528509,2007,2012,710
11528512,2007,2012,710
11528614,2001,2010,129
11528614,2001,2010,147
11528725,2004,2006,809
11528769,2004,2006,809
11528793,2004,2006,809
11528798,2004,2006,809
11528800,2004,2006,809
11528839,2010,2014,523
11528870,2004,2006,809
11528884,2002,2002,575
11529104,2006,2019,223
11529432,2007,2017,60
11529562,2002,2007,539
11530084,2013,2016,571
11530096,2013,2018,571
11530101,1999,2010,51
11530112,2013,2016,571
11530116,2013,2016,571
11530236,2000,2009,375
11530243,2000,2009,375
11530251,2000,2008,375
11530258,2000,2009,375
11530267,2002,2008,286
11530272,2013,2016,571
11530323,2013,2016,571
11530324,2013,2016,571
11530384,2009,2015,166
11530385,2009,2015,166
11530513,2005,2011,484
11530805,2009,2014,166
11530807,2009,2014,166
11530811,2009,2015,166
11530828,2009,2014,166
11530841,2009,2015,166
11530851,2009,2015,166
11530855,2009,2015,166
11530861,2009,2014,166
11531117,2013,2017,403
11531117,2013,2017,335
11531117,2013,2017,376
11531117,2013,2017,397
11531475,2015,2018,391
11531476,2018,2019,175
11531494,2011,2014,418
11531507,2011,2014,280
11531512,2015,2019,51
11531516,2016,2018,179
11531521,2010,2015,278
11531524,2013,2015,62
11531527,2005,2015,391
11531528,2015,2019,274
11531783,2013,2017,452
11531783,2013,2017,271
11531968,1998,2004,143
11532014,2014,2017,383
11532056,2006,2018,73
11532167,2002,2010,179
11532193,2002,2009,179
11532224,2002,2009,179
11532224,2002,2009,179
11532610,2002,2007,593
11532610,1998,2010,539
11532610,2007,2012,458
11532610,2003,2018,6
11532610,2002,2019,87
11532610,2000,2010,9
11532610,2000,2007,16
11532610,2000,2012,568
11532610,1992,2000,677
11532610,2004,2010,594
11532610,2010,2019,88
11532610,2010,2019,666
11532610,1994,2004,667
11532610,2002,2008,595
11532610,2010,2020,7
11532610,2007,2014,89
11533072,2006,2021,596
11533189,2015,2017,50
11533218,2005,2012,375
11533436,2009,2015,166
11533440,2009,2015,166
11533443,2009,2015,166
11533445,2009,2014,166
11533450,2009,2015,166
11533476,2012,2018,1003
11533476,2012,2018,1004
11533775,1979,2010,379
11533775,1979,2010,216
11533775,1979,2010,218
11533775,1979,2010,219
11533775,1979,2010,220
11533841,2009,2017,166
11533846,2009,2017,166
11533868,2015,2017,517
11533872,2018,2021,517
11533891,1979,2021,379
11533891,1979,2021,217
11533891,1979,2021,218
11533891,1979,2021,219
11533891,1979,2021,220
11533895,2006,2017,50
11533904,2013,2021,1005
11533906,2013,2021,399
11533906,2013,2021,1006
11533911,2010,2015,34
11533914,2007,2020,202
11533914,2007,2020,543
11533924,2010,2015,34
11533951,2011,2014,69
11533959,2011,2018,69
11533968,2011,2014,69
11533986,2015,2017,69
11534013,2008,2018,48
11534019,2011,2013,54
11534031,2014,2016,357
11534033,2017,2018,357
11534104,2011,2019,203
11534104,2011,2021,597
11534106,2011,2019,203
11534106,2011,2019,203
11534120,2011,2019,203
11534120,2010,2022,597
11534375,2001,2005,359
11534375,2001,2005,254
11534379,2013,2017,687
11534379,2013,2017,852
11534437,2013,2019,839
11534440,2016,2019,406
11534443,2013,2019,839
11534453,2016,2018,278
11534680,2005,2013,144
11534680,2005,2013,523
11534680,2005,2013,321
11534680,2005,2013,749
11534680,2005,2013,492
11534696,2005,2013,144
11534696,2005,2013,523
11534696,2005,2013,321
11534696,2005,2013,749
11534696,2005,2013,492
11534875,2016,2019,834
11534958,2016,2019,834
11534963,2016,2019,834
11534965,2016,2019,834
11534976,2010,2015,834
11534979,2001,2019,143
11534979,1994,2021,166
11535069,2007,2010,969
11535069,2007,2010,687
11535069,2007,2010,687
11535069,2007,2010,852
11535161,2015,2016,889
11535178,2000,2017,144
11535178,2000,2021,523
11535178,2001,2020,321
11535178,2004,2021,749
11535178,2000,2021,492
11535247,2000,2021,144
11535247,2000,2021,523
11535247,2000,2000,321
11535247,2000,2021,749
11535247,2000,2021,492
11535889,2016,2021,278
11535892,1994,2005,30
11535897,1994,2006,30
11535905,1995,2004,30
11535913,1994,2003,30
11536008,1993,2004,30
11536364,2012,2017,50
11536373,2009,2015,179
11536517,2012,2018,873
11536517,2012,2018,989
11536522,2015,2021,29
11536524,2015,2021,28
11536527,2010,2020,383
11536529,2014,2020,889
11536586,1984,1993,338
11537105,1987,2020,576
11537724,1998,2007,51
11538076,2012,2014,370
11538122,2015,2021,30
11538128,2015,2021,58
11538128,2015,2021,59
11538132,2015,2021,58
11538132,2015,2021,59
11538135,2014,2020,322
11538135,2014,2020,252
11538135,2014,2020,139
11538135,2014,2020,411
11538135,2014,2020,40
11538138,2014,2021,190
11538138,2014,2021,469
11538138,2014,2021,403
11538138,2014,2020,572
11538138,2014,2021,335
11538146,2007,2020,202
11538150,2016,2021,176
11538150,2016,2021,244
11538150,2016,2021,177
11538152,2015,2021,507
11538152,2015,2021,508
11538152,2015,2021,509
11538152,2015,2021,510
11538153,2018,2021,393
11538177,2012,2020,268
11538177,2012,2020,1005
11538177,2012,2020,796
11538438,2010,2019,834
11538461,2003,2009,564
11538465,2003,2009,564
11538468,1997,2002,2
11538474,1997,2002,2
11538479,2007,2017,172
11538501,2012,2020,557
11538501,2012,2020,558
11538504,2008,2020,144
11538504,2008,2020,638
11538507,1995,2004,144
11538507,1997,2004,194
11538539,1994,2001,144
11538539,1997,2005,194
11538544,1995,2005,321
11538550,2012,2020,130
11538550,2011,2020,523
11538550,2012,2020,135
11538552,2005,2011,194
11538552,2007,2010,515
11538556,1995,2000,321
11538577,1996,2003,268
11538577,1996,2004,144
11538577,1998,2006,798
11538584,1997,2007,333
11538584,1997,2007,350
11538597,2008,2014,798
11538597,2011,2018,637
11538597,2011,2018,1005
11538598,2007,2013,350
11538598,2008,2015,559
11538599,2005,2010,94
11538606,2009,2013,130
11538606,2006,2020,523
11538606,2008,2020,321
11538606,2007,2018,749
11538606,2011,2016,492
11538612,2005,2015,144
11538612,2004,2011,194
11538612,2009,2017,638
11538615,2004,2011,1007
11538616,2003,2010,515
11538616,2006,2015,95
11538630,2004,2018,226
11538634,2004,2013,288
11538634,2004,2013,241
11538634,2000,2013,118
11538634,2000,2013,45
11538634,2000,2013,46
11538635,2010,2015,418
11538635,2010,2015,298
11538639,2004,2011,288
11538639,2004,2011,241
11538639,2000,2013,45
11538639,2000,2013,46
11538639,2000,2013,43
11538641,2003,2010,396
11538641,2003,2010,129
11538641,2003,2010,147
11538647,2012,2020,287
11538647,2012,2020,288
11538647,2012,2020,241
11538647,2011,2020,118
11538647,2011,2020,46
11538651,2009,2020,114
11538651,2008,2020,257
11538651,2008,2020,259
11538651,2009,2020,235
11538656,2006,2016,188
11538656,2006,2014,582
11538656,2007,2016,804
11538656,2007,2020,280
11538659,2007,2013,174
11538659,2009,2020,764
11538659,2012,2020,1008
11538659,2009,2020,878
11538659,2010,2020,262
11538666,1996,2003,214
11538666,1996,2003,193
11538666,1994,2001,408
11538666,1994,2001,182
11538666,1994,2001,1009
11538800,2010,2018,129
11538800,2010,2018,147
11538800,2010,2018,214
11538800,2009,2018,149
11538800,2009,2018,182
11538805,2007,2013,60
11538805,2008,2014,61
11538817,2003,2006,60
11538820,1996,2003,214
11538820,1996,2003,193
11538820,1996,2001,408
11538820,1997,2001,182
11538820,2000,2003,60
11538832,2002,2015,433
11538840,2008,2020,701
11538840,2008,2020,305
11538841,2010,2020,722
11538848,2001,2007,651
11538854,1997,2006,209
11538854,2000,2010,245
11538854,2001,2007,651
11538854,1995,2000,111
11538858,1994,2006,574
11538860,1995,1999,91
11538867,2000,2010,245
11538867,2001,2007,651
11538867,1995,2001,725
11538867,1997,2008,111
11538870,1995,2001,211
11538870,1995,2001,173
11538872,2001,2008,679
11538872,2001,2008,210
11538880,1995,2001,725
11539120,2005,2006,446
11539221,2011,2019,834
11539225,2011,2016,834
11539263,1995,2001,111
11539263,1995,2001,211
11539268,1989,2001,111
11539268,1989,2001,211
11539271,2001,2008,111
11539271,2001,2008,211
11539276,2003,2012,1010
11539276,2001,2010,472
11539276,2006,2015,525
11539276,2001,2010,655
11539279,2007,2014,873
11539279,1998,2014,644
11539279,2001,2015,125
11539279,2003,2015,329
11539279,1999,2010,126
11539282,2008,2020,255
11539286,2004,2012,1011
11539286,1997,2003,729
11539310,2003,2010,260
11539310,2004,2011,69
11539310,2005,2015,157
11539310,2000,2015,316
11539310,2007,2010,256
11539321,2003,2013,6
11539321,2002,2013,87
11539321,2002,2006,9
11539321,2004,2008,568
11539321,2005,2010,89
11539334,2004,2012,75
11539334,2008,2012,1012
11539334,2007,2014,246
11539334,2009,2017,1013
11539334,2006,2012,1014
11539338,2006,2010,570
11539363,2008,2020,260
11539363,2010,2020,69
11539363,2007,2015,316
11539363,2010,2020,256
11539363,2013,2020,565
11539366,2002,2007,458
11539369,2010,2015,394
11539369,2010,2017,1012
11539369,2010,2015,246
11539369,2010,2015,1015
11539373,1990,1996,789
11539373,2002,2007,458
11539376,1999,2008,260
11539376,2001,2008,255
11539380,2005,2012,69
11539380,2007,2015,316
11539380,2008,2012,712
11539380,2006,2014,1016
11539381,1995,2001,98
11539381,1996,2000,160
11539385,1991,1996,695
11539385,1998,2005,996
11539385,1995,2003,75
11539385,1999,2010,394
11539385,2000,2012,1012
11539390,2002,2007,210
11539396,1995,2000,18
11539396,1998,2004,69
11539396,1996,2002,316
11539396,2002,2012,565
11539397,1993,1998,47
11539409,2008,2020,114
11539409,2005,2020,258
11539409,2009,2020,257
11539409,2006,2020,259
11539409,2004,2011,109
11539410,2007,2020,621
11539417,2008,2015,458
11539417,2008,2013,6
11539417,2010,2020,89
11539420,2006,2010,188
11539420,2006,2010,804
11539426,2007,2015,460
11539504,1998,2002,63
11539504,1992,2001,73
11539504,1999,2010,587
11539505,1988,2001,73
11539505,1988,1995,1017
11539505,1987,1992,685
11539505,1985,1990,841
11539513,2011,2020,196
11539513,2008,2015,483
11539513,2010,2020,905
11539515,2001,2005,73
11539515,2001,2005,529
11539564,2000,2010,308
11539564,2002,2010,524
11539564,2000,2006,90
11539569,2004,2015,642
11539569,2005,2015,662
11539570,1994,2005,308
11539570,1990,1996,752
11539570,2002,2005,524
11539570,1990,2000,1018
11539580,1980,2002,338
11539580,1982,2003,148
11539580,1995,2003,92
11539580,1991,1998,444
11539583,2003,2008,146
11539583,2008,2013,325
11539586,2004,2015,753
11539607,1987,2006,616
11539624,2008,2020,325
11539624,2008,2020,846
11539632,2007,2017,838
11539632,2006,2016,90
11539632,2010,2020,999
11539632,2008,2015,846
11539636,2001,2009,752
11539636,1995,2000,1018
11539636,2004,2010,29
11539636,2000,2006,90
11539643,2004,2010,675
11539643,2004,2010,30
11539643,2006,2012,690
11539646,2003,2008,84
11539652,2002,2007,546
11539652,2001,2006,14
11539652,2003,2014,299
11539652,2005,2015,238
11539656,2002,2009,951
11539660,1997,2004,274
11539660,1998,2005,187
11539664,1993,2002,275
11539670,1990,2015,322
11539673,1997,2010,484
11539673,1994,2006,969
11539673,1998,2008,201
11539673,1997,2010,93
11539677,1997,2008,590
11539677,2004,2008,152
11539681,1998,2004,304
11539681,1992,2002,17
11539681,1999,2005,16
11539681,1998,2004,8
11539682,1994,1998,304
11539682,1992,1997,1019
11539682,1992,1999,677
11539682,1993,2003,678
11539685,1998,2003,539
11539685,1991,1998,614
11539688,1994,2004,304
11539688,1993,1998,614
11539688,1993,2005,13
11539688,1992,1999,677
11539691,2007,2014,463
11539691,2003,2009,756
11539691,2004,2010,784
11539691,2004,2009,225
11539691,2005,2011,301
11539693,1998,2002,225
11540025,1963,2021,162
11540027,2004,2014,205
11540030,1965,2021,278
11540031,2004,2014,205
11540035,1985,2021,278
11540036,2006,2016,224
11540055,2006,2018,189
11540067,2002,2008,442
11540067,2002,2008,225
11540067,1999,2005,407
11540068,1998,2013,574
11540070,1998,2005,238
11540098,1997,2007,462
11540098,1997,2009,756
11540098,1997,2008,225
11540098,1998,2005,301
11540098,2003,2013,323
11540101,1995,2000,252
11540101,1995,2000,139
11540101,1996,2002,176
11540101,1996,2002,244
11540159,1995,2000,252
11540159,1995,2000,461
11540159,1997,2002,682
11540159,1997,2002,1020
11540159,1996,2002,176
11540173,2004,2013,179
11540173,2006,2013,398
11540173,2009,2015,416
11540173,2004,2015,40
11540177,2002,2007,188
11540190,1998,2003,191
11540190,2000,2006,266
11540190,2001,2006,161
11540194,1997,2006,189
11540194,1990,2006,150
11540194,1998,2007,912
11540194,1997,2007,229
11540198,2006,2018,203
11540201,2006,2015,710
11540202,2015,2019,203
11540203,2008,2017,887
11540203,2006,2015,437
11540206,2011,2019,203
11540206,2010,2022,597
11540209,1991,2004,143
11540209,1994,2001,320
11540209,1993,2000,112
11540209,1989,2000,141
11540222,1991,2000,143
11540222,1994,2004,455
11540222,1995,1999,441
11540222,1989,1995,141
11540222,2006,2011,491
11540226,2000,2007,296
11540226,1998,2004,143
11540226,1998,2009,112
11540230,2011,2018,69
11540232,1998,2010,143
11540232,2001,2011,320
11540232,2004,2011,513
11540232,2005,2015,37
11540236,2005,2010,71
11540240,2001,2007,211
11540243,2005,2012,206
11540246,2005,2012,206
11540531,2008,2010,63
11540538,2013,2019,812
11540542,2016,2019,277
11540588,2014,2019,357
11540856,2014,2018,83
11540856,2014,2018,445
11540856,2014,2018,208
11541400,2006,2016,412
11541549,1998,2010,143
11541549,2003,2010,513
11541549,1995,2008,141
11541549,1998,2005,37
11541549,2004,2015,807
11541577,1998,2004,143
11541577,2001,2006,320
11541577,2003,2010,513
11541577,1995,2002,141
11541580,1998,2004,143
11541580,2005,2011,320
11541580,2000,2009,112
11541580,1995,2008,141
11541580,1998,2005,37
11541619,2004,2010,143
11541619,2002,2008,451
11541619,2002,2009,141
11541619,2005,2015,37
11541630,1998,2004,455
11541630,1994,2001,295
11541630,1995,2005,141
11541657,1997,2007,48
11541657,1998,2009,207
11541662,1997,2007,48
11541662,1998,2009,207
11541669,1995,2002,49
11541669,2001,2011,487
11541669,2001,2015,391
11541669,1996,2015,51
11541672,2000,2009,278
11541672,1999,2005,359
11541672,1999,2005,254
11541677,2000,2013,62
11541678,2003,2008,352
11541678,2001,2011,50
11541700,2005,2013,359
11541700,2005,2013,254
11541753,2010,2015,336
11541753,2010,2018,523
11541753,2010,2015,321
