category_id,manufacturer_match,avg_fits_per_part,item_condition_enc,true_fits,predicted_prob
520,1,2.6636029411764706,1,0,0.9243841947194337
407,1,1.1886792452830188,0,0,0.8872886646442274
230,1,1.616504854368932,0,0,0.9296641261159998
557,1,2.0,0,0,0.958098931299705
366,1,1.150943396226415,1,0,0.8930143825081293
358,1,1.0310077519379846,1,0,0.9966666666666667
309,1,1.1555555555555554,1,0,0.91559399313739
353,1,1.072892938496583,0,0,0.9193514121222465
520,1,2.6636029411764706,0,0,0.9513824926844194
603,1,2.0071942446043165,0,0,0.9579434982321057
105,1,1.1585557299843015,1,0,0.9092031841024101
609,1,1.7434782608695651,0,0,0.9836285612278168
309,1,1.1555555555555554,1,0,0.91559399313739
240,1,1.05,1,0,0.9280064902510793
437,1,2.2222222222222223,0,0,0.974303715848438
105,1,1.1585557299843015,1,0,0.9092031841024101
449,1,1.627906976744186,0,0,0.9551080415759045
220,1,1.2,1,0,0.7856876569118773
353,1,1.072892938496583,1,0,0.8743251244996957
609,1,1.7434782608695651,0,0,0.9836285612278168
604,1,3.2159763313609466,1,0,0.9473268582179315
17,1,4.611111111111111,1,0,0.8295544615240561
539,1,1.457142857142857,1,0,1.0
162,0,20.0,1,0,0.7373608741887435
302,1,1.1348314606741574,0,0,0.9433071877615444
493,1,1.1666666666666667,0,0,0.9610887530100566
228,1,2.272425249169435,0,0,0.9478503133217469
409,1,1.0,1,0,0.9966620879120879
493,1,1.1666666666666667,0,0,0.9610887530100566
302,1,1.1348314606741574,1,0,0.8250734128681703
236,1,1.1293103448275863,0,0,0.8999840244453874
368,1,2.2884615384615383,0,0,0.9718295727577118
520,1,2.6636029411764706,0,0,0.9513824926844194
221,1,1.1666666666666667,1,0,0.9776233784285538
625,1,3.7111111111111112,0,0,0.9959568740156296
234,1,1.1912568306010929,1,0,0.8976187056093318
234,1,1.1912568306010929,0,0,0.9133664940807401
228,1,2.272425249169435,0,0,0.9478503133217469
520,1,2.6636029411764706,0,0,0.9513824926844194
50,1,1.4782608695652173,0,0,0.8686897073779803
329,1,2.6459627329192545,0,0,0.9579818551387439
520,1,2.6636029411764706,0,0,0.9513824926844194
234,1,1.1912568306010929,1,0,0.8976187056093318
590,1,1.0740740740740742,1,0,0.950232311398686
202,1,1.2162162162162162,1,0,1.0
202,1,1.2162162162162162,1,0,1.0
238,1,1.0721311475409836,0,0,0.9135399036113531
493,1,1.1666666666666667,1,0,0.8711191766931909
279,1,1.9081632653061225,0,0,0.9888250905226826
228,1,2.272425249169435,0,0,0.9478503133217469
221,1,1.1666666666666667,0,0,0.8299895382395378
220,1,1.2,1,0,0.7856876569118773
107,1,1.1333333333333333,0,0,0.919791821340864
493,1,1.1666666666666667,1,0,0.8711191766931909
459,1,4.588235294117647,0,0,0.9329422960060724
521,1,4.068181818181818,0,0,0.9939366336746032
58,1,2.25,1,0,1.0
107,1,1.1333333333333333,1,0,1.0
105,1,1.1585557299843015,1,0,0.9092031841024101
353,1,1.072892938496583,0,0,0.9193514121222465
539,1,1.457142857142857,1,0,1.0
297,1,11.0,0,0,1.0
269,1,5.706422018348624,0,0,0.9916161015276235
491,1,1.1573033707865168,1,0,0.9257068360294701
488,1,1.0256410256410255,0,0,0.9072844193591805
368,1,2.2884615384615383,0,0,0.9718295727577118
162,1,20.0,1,0,1.0
353,1,1.072892938496583,0,0,0.9193514121222465
520,1,2.6636029411764706,0,0,0.9513824926844194
489,1,1.5,1,0,0.9827889084215742
238,1,1.0721311475409836,0,0,0.9135399036113531
449,1,1.627906976744186,0,0,0.9551080415759045
236,1,1.1293103448275863,1,0,0.9238099782503129
160,1,1.1511879049676026,1,0,0.9247844763595114
329,1,2.6459627329192545,1,0,0.9551158368562541
303,1,1.5476190476190477,1,0,0.9740303016648569
627,1,6.728571428571429,1,0,0.9929416411008379
609,1,1.7434782608695651,0,0,0.9836285612278168
175,1,3.25,1,0,1.0
283,1,3.906417112299465,0,0,0.9842366604882031
105,1,1.1585557299843015,1,0,0.9092031841024101
627,1,6.728571428571429,0,0,0.8457490823715671
17,1,4.611111111111111,1,0,0.8295544615240561
86,1,1.247104247104247,0,0,0.9748942572621074
609,1,1.7434782608695651,0,0,0.9836285612278168
368,1,2.2884615384615383,0,0,0.9718295727577118
494,1,1.1111111111111112,1,0,0.7417329892329891
452,1,1.6573033707865168,0,0,0.9464659291709013
567,1,7.226666666666667,0,0,1.0
283,1,3.906417112299465,0,0,0.9842366604882031
307,1,1.6666666666666667,0,0,0.9809090855308508
609,1,1.7434782608695651,0,0,0.9836285612278168
234,1,1.1912568306010929,0,0,0.9133664940807401
315,1,1.7766990291262137,1,0,0.9172736133250858
407,1,1.1886792452830188,0,0,0.8872886646442274
160,1,1.1511879049676026,0,0,0.9241554489165938
30,1,1.5535714285714286,0,0,0.8851390516591959
353,1,1.072892938496583,0,0,0.9193514121222465
609,1,1.7434782608695651,0,0,0.9836285612278168
384,1,1.7671232876712328,0,0,0.961812283613473
539,1,1.457142857142857,1,0,1.0
160,1,1.1511879049676026,1,0,0.9247844763595114
65,1,1.9705882352941178,0,0,1.0
609,1,1.7434782608695651,0,0,0.9836285612278168
228,1,2.272425249169435,0,0,0.9478503133217469
236,1,1.1293103448275863,0,0,0.8999840244453874
449,1,1.627906976744186,0,0,0.9551080415759045
520,1,2.6636029411764706,1,0,0.9243841947194337
226,1,1.2727272727272727,1,0,0.9134762331321926
366,1,1.150943396226415,1,0,0.8930143825081293
130,1,2.730769230769231,0,0,0.9696418085788171
86,1,1.247104247104247,1,0,0.9558655113409535
86,1,1.247104247104247,1,0,0.9558655113409535
302,1,1.1348314606741574,1,0,0.8250734128681703
353,1,1.072892938496583,1,0,0.8743251244996957
407,1,1.1886792452830188,0,0,0.8872886646442274
353,1,1.072892938496583,0,0,0.9193514121222465
238,1,1.0721311475409836,1,0,0.9544813423668819
359,1,1.3,0,0,0.9085241070249487
39,1,3.5205479452054793,0,0,0.9863172920756468
279,1,1.9081632653061225,0,0,0.9888250905226826
221,1,1.1666666666666667,1,0,0.9776233784285538
234,1,1.1912568306010929,1,0,0.8976187056093318
218,1,2.966666666666667,0,0,0.9857404355645333
302,1,1.1348314606741574,1,0,0.8250734128681703
240,1,1.05,0,0,0.9064083449086684
452,1,1.6573033707865168,0,0,0.9464659291709013
412,1,1.0,1,0,0.9794285714285713
234,1,1.1912568306010929,1,0,0.8976187056093318
228,1,2.272425249169435,0,0,0.9478503133217469
226,1,1.2727272727272727,1,0,0.9134762331321926
83,1,1.0,1,0,0.9187094576819805
520,1,2.6636029411764706,1,0,0.9243841947194337
530,1,2.6315789473684212,0,0,0.8774127350207208
381,1,1.0,1,0,0.995
348,1,1.1296296296296295,0,0,0.9048689897313532
604,1,3.2159763313609466,0,0,0.9779500236693944
160,1,1.1511879049676026,1,0,0.9247844763595114
449,1,1.627906976744186,0,0,0.9551080415759045
536,1,1.263157894736842,1,0,0.9384530251032307
17,1,4.611111111111111,1,0,0.8295544615240561
160,1,1.1511879049676026,1,0,0.9247844763595114
491,1,1.1573033707865168,0,0,0.9003329413035566
236,1,1.1293103448275863,0,0,0.8999840244453874
520,1,2.6636029411764706,0,0,0.9513824926844194
199,1,1.4516129032258065,1,0,0.9156719218584332
353,1,1.072892938496583,0,0,0.9193514121222465
105,1,1.1585557299843015,1,0,0.9092031841024101
520,1,2.6636029411764706,0,0,0.9513824926844194
228,1,2.272425249169435,0,0,0.9478503133217469
228,1,2.272425249169435,0,0,0.9478503133217469
302,1,1.1348314606741574,1,0,0.8250734128681703
234,1,1.1912568306010929,1,0,0.8976187056093318
407,1,1.1886792452830188,0,0,0.8872886646442274
366,1,1.150943396226415,0,0,0.9201131548765068
195,1,1.175,1,0,0.9712199926920922
502,1,1.3,1,0,1.0
517,1,6.2,1,0,0.9491741072205704
234,1,1.1912568306010929,1,0,0.8976187056093318
39,1,3.5205479452054793,0,0,0.9863172920756468
47,1,4.0,0,0,0.766626984126984
642,1,1.0,1,0,1.0
609,1,1.7434782608695651,0,0,0.9836285612278168
236,1,1.1293103448275863,1,0,0.9238099782503129
252,1,6.6,0,0,0.9631510149908358
160,1,1.1511879049676026,1,0,0.9247844763595114
234,1,1.1912568306010929,1,0,0.8976187056093318
151,1,1.0,1,0,0.9317222222222223
408,1,1.191304347826087,0,0,0.9574254758173314
283,1,3.906417112299465,1,0,0.9020327391212218
228,1,2.272425249169435,0,0,0.9478503133217469
236,1,1.1293103448275863,0,0,0.8999840244453874
17,1,4.611111111111111,1,0,0.8295544615240561
366,1,1.150943396226415,0,0,0.9201131548765068
17,1,4.611111111111111,1,0,0.8295544615240561
105,1,1.1585557299843015,0,0,0.8655524959134375
358,1,1.0310077519379846,0,0,0.9438071873013947
91,1,1.4137931034482758,1,0,0.9431915952667524
303,1,1.5476190476190477,1,0,0.9740303016648569
358,1,1.0310077519379846,1,0,0.9966666666666667
202,1,1.2162162162162162,0,0,0.9080048706072245
372,1,4.75,1,0,0.9960720390720391
520,1,2.6636029411764706,0,0,0.9513824926844194
105,1,1.1585557299843015,1,0,0.9092031841024101
347,1,1.0689655172413792,0,0,0.8180750710292897
241,1,1.024390243902439,1,0,0.9547169860985045
279,1,1.9081632653061225,0,0,0.9888250905226826
281,1,1.0,1,0,1.0
604,1,3.2159763313609466,0,0,0.9779500236693944
348,1,1.1296296296296295,1,0,0.8570444539087657
366,1,1.150943396226415,0,0,0.9201131548765068
318,1,1.0,0,0,0.9097890340414349
299,1,1.3,1,0,1.0
408,1,1.191304347826087,0,0,0.9574254758173314
105,1,1.1585557299843015,1,0,0.9092031841024101
520,1,2.6636029411764706,0,0,0.9513824926844194
228,1,2.272425249169435,0,0,0.9478503133217469
228,1,2.272425249169435,0,0,0.9478503133217469
236,1,1.1293103448275863,0,0,0.8999840244453874
368,1,2.2884615384615383,0,0,0.9718295727577118
366,1,1.150943396226415,1,0,0.8930143825081293
240,1,1.05,0,0,0.9064083449086684
277,1,1.1111111111111112,1,0,0.9898137254901961
366,1,1.150943396226415,1,0,0.8930143825081293
387,1,1.2127659574468086,1,0,0.8566236612512327
407,1,1.1886792452830188,0,0,0.8872886646442274
326,1,1.25,0,0,0.8993097596847593
517,1,6.2,0,0,1.0
283,1,3.906417112299465,0,0,0.9842366604882031
197,1,1.6071428571428572,0,0,0.848698145546404
315,1,1.7766990291262137,1,0,0.9172736133250858
302,1,1.1348314606741574,1,0,0.8250734128681703
234,1,1.1912568306010929,0,0,0.9133664940807401
162,0,20.0,1,0,0.7373608741887435
160,1,1.1511879049676026,0,0,0.9241554489165938
218,1,2.966666666666667,0,0,0.9857404355645333
520,1,2.6636029411764706,0,0,0.9513824926844194
520,1,2.6636029411764706,1,0,0.9243841947194337
105,1,1.1585557299843015,1,0,0.9092031841024101
639,1,1.0909090909090908,0,0,0.9962441314553991
230,1,1.616504854368932,0,0,0.9296641261159998
203,1,1.0,0,0,1.0
520,1,2.6636029411764706,0,0,0.9513824926844194
86,1,1.247104247104247,0,0,0.9748942572621074
277,1,1.1111111111111112,1,0,0.9898137254901961
39,1,3.5205479452054793,0,0,0.9863172920756468
105,1,1.1585557299843015,1,0,0.9092031841024101
105,1,1.1585557299843015,0,0,0.8655524959134375
609,1,1.7434782608695651,0,0,0.9836285612278168
237,1,1.152542372881356,0,0,0.907878919487886
575,1,1.2268041237113403,1,0,0.9637968676191255
309,1,1.1555555555555554,0,0,0.9513326565850216
